,_FieldNrShort,_FieldNr,_PlantNr,_Rec_id,iv_id,Flw_dt,Sex_cm,SexRev_dt,SSet_dt,_PlotComments,_pi_pd_SubLocation,_WhoObserved,GrowerName,GrowerLocation,_DateObserved,_HarvestNr,_DateHarvested,_ObservationNr,_BookComments,GCEntryID,GCExportID
27,129883,B24_129883,3,279758155,278577341,12/02/2024,43111,,12/23/2024,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1b,596f2c859df94355bdc2e3c1d43668e4-0
28,129883,B24_129883,4,279758156,278577341,01/08/2025,55,,,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1c,596f2c859df94355bdc2e3c1d43668e4-0
29,130025,B24_130025,1,279758157,278579271,12/29/2024,5555,,,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1d,596f2c859df94355bdc2e3c1d43668e4-0
30,130025,B24_130025,2,279758158,278579271,12/29/2024,5554,01/22/2025,01/19/2025,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1e,596f2c859df94355bdc2e3c1d43668e4-0
31,130025,B24_130025,3,279758159,278579271,12/30/2024,5555,,01/22/2025,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-1f,596f2c859df94355bdc2e3c1d43668e4-0
32,130036,B24_130036,1,279758160,278579617,12/12/2024,55554,01/07/2025,01/08/2025,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-20,596f2c859df94355bdc2e3c1d43668e4-0
33,130036,B24_130036,2,279758161,278579617,12/12/2024,55544,12/29/2024,12/30/2024,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-21,596f2c859df94355bdc2e3c1d43668e4-0
34,130039,B24_130039,1,279758162,278579635,12/23/2024,55544,01/15/2025,01/21/2025,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-22,596f2c859df94355bdc2e3c1d43668e4-0
35,130039,B24_130039,2,279758163,278579635,12/02/2024,54443,12/12/2024,12/15/2024,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-23,596f2c859df94355bdc2e3c1d43668e4-0
36,130039,B24_130039,3,279758164,278579635,12/17/2024,55553,01/11/2025,01/14/2025,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-24,596f2c859df94355bdc2e3c1d43668e4-0
37,130039,B24_130039,4,279758165,278579635,12/02/2024,32111,,12/12/2024,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-25,596f2c859df94355bdc2e3c1d43668e4-0
38,130039,B24_130039,5,279758166,278579635,12/15/2024,5554,01/07/2025,,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-26,596f2c859df94355bdc2e3c1d43668e4-0
39,130045,B24_130045,1,279758167,278579661,11/27/2024,52211,12/02/2024,12/18/2024,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-27,596f2c859df94355bdc2e3c1d43668e4-0
40,130045,B24_130045,2,279758168,278579661,11/27/2024,43111,,12/23/2024,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-28,596f2c859df94355bdc2e3c1d43668e4-0
41,130045,B24_130045,3,279758169,278579661,11/27/2024,33111,,12/23/2024,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-29,596f2c859df94355bdc2e3c1d43668e4-0
42,130045,B24_130045,4,279758170,278579661,11/27/2024,53311,12/03/2024,12/22/2024,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-2a,596f2c859df94355bdc2e3c1d43668e4-0
43,130047,B24_130047,1,279758171,278579670,11/15/2024,55432,12/03/2024,12/17/2024,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-2b,596f2c859df94355bdc2e3c1d43668e4-0
44,130047,B24_130047,2,279758172,278579670,11/19/2024,54442,11/27/2024,11/27/2024,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-2c,596f2c859df94355bdc2e3c1d43668e4-0
45,130047,B24_130047,3,279758173,278579670,11/27/2024,55322,,12/17/2024,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-2d,596f2c859df94355bdc2e3c1d43668e4-0
46,130047,B24_130047,4,279758174,278579670,11/20/2024,53331,11/27/2024,12/15/2024,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-2e,596f2c859df94355bdc2e3c1d43668e4-0
47,130063,B24_130063,1,279758175,278580157,11/27/2024,55555,,12/23/2024,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-2f,596f2c859df94355bdc2e3c1d43668e4-0
48,130063,B24_130063,2,279758176,278580157,11/21/2024,55554,12/17/2024,12/18/2024,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-30,596f2c859df94355bdc2e3c1d43668e4-0
49,130063,B24_130063,3,279758177,278580157,12/03/2024,55555,,,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-31,596f2c859df94355bdc2e3c1d43668e4-0
50,130063,B24_130063,4,279758178,278580157,11/27/2024,55554,12/22/2024,12/18/2024,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-32,596f2c859df94355bdc2e3c1d43668e4-0
51,130063,B24_130063,5,279758179,278580157,12/04/2024,55555,,,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-33,596f2c859df94355bdc2e3c1d43668e4-0
52,130075,B24_130075,1,279758180,278580565,12/18/2024,22221,12/26/2024,01/15/2025,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-34,596f2c859df94355bdc2e3c1d43668e4-0
53,130075,B24_130075,2,279758181,278580565,12/23/2024,55544,01/14/2025,01/15/2025,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-35,596f2c859df94355bdc2e3c1d43668e4-0
54,130075,B24_130075,3,279758182,278580565,,,,,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-36,596f2c859df94355bdc2e3c1d43668e4-0
55,130075,B24_130075,4,279758183,278580565,12/23/2024,55533,01/11/2025,01/14/2025,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-37,596f2c859df94355bdc2e3c1d43668e4-0
56,130089,B24_130089,1,279758184,278580965,11/27/2024,55555,,12/18/2024,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-38,596f2c859df94355bdc2e3c1d43668e4-0
57,130089,B24_130089,2,279758185,278580965,12/02/2024,5422,12/11/2024,12/15/2024,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-39,596f2c859df94355bdc2e3c1d43668e4-0
58,130089,B24_130089,3,279758186,278580965,11/27/2024,55322,12/11/2024,12/15/2024,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-3a,596f2c859df94355bdc2e3c1d43668e4-0
59,130089,B24_130089,4,279758187,278580965,12/04/2024,3311,,12/12/2024,,Pe14,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-3b,596f2c859df94355bdc2e3c1d43668e4-0
60,129501,B24_129501,1,279758188,278575768,12/05/2024,5,,,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-3c,596f2c859df94355bdc2e3c1d43668e4-0
61,129501,B24_129501,2,279758189,278575768,12/12/2024,5,,,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-3d,596f2c859df94355bdc2e3c1d43668e4-0
62,129512,B24_129512,1,279758190,278578519,,,,,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-3e,596f2c859df94355bdc2e3c1d43668e4-0
63,129512,B24_129512,2,279758191,278578519,,,,,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-3f,596f2c859df94355bdc2e3c1d43668e4-0
64,129520,B24_129520,1,279758192,278579220,12/22/2024,5,,,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-40,596f2c859df94355bdc2e3c1d43668e4-0
65,129520,B24_129520,2,279758193,278579220,12/22/2024,55433,01/07/2025,01/14/2025,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-41,596f2c859df94355bdc2e3c1d43668e4-0
66,129532,B24_129532,1,279758194,278580508,,,,,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-42,596f2c859df94355bdc2e3c1d43668e4-0
67,129532,B24_129532,2,279758195,278580508,11/27/2024,5444,12/02/2024,12/04/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-43,596f2c859df94355bdc2e3c1d43668e4-0
68,129532,B24_129532,3,279758196,278580508,11/27/2024,33111,,12/12/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-44,596f2c859df94355bdc2e3c1d43668e4-0
69,129532,B24_129532,4,279758197,278580508,12/04/2024,5332,12/09/2024,12/18/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-45,596f2c859df94355bdc2e3c1d43668e4-0
70,129542,B24_129542,1,279758198,278580555,12/04/2024,52211,12/09/2024,12/23/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-46,596f2c859df94355bdc2e3c1d43668e4-0
71,129542,B24_129542,2,279758199,278580555,12/04/2024,52211,12/08/2024,12/12/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-47,596f2c859df94355bdc2e3c1d43668e4-0
72,129542,B24_129542,3,279758200,278580555,12/11/2024,43111,,12/30/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-48,596f2c859df94355bdc2e3c1d43668e4-0
73,129542,B24_129542,4,280747801,278580555,12/04/2024,52211,12/08/2024,12/27/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-49,596f2c859df94355bdc2e3c1d43668e4-0
74,129551,B24_129551,1,280747802,278580904,11/20/2024,54422,11/27/2024,11/27/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-4a,596f2c859df94355bdc2e3c1d43668e4-0
75,129551,B24_129551,2,280747803,278580904,11/12/2024,55332,11/26/2024,11/26/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-4b,596f2c859df94355bdc2e3c1d43668e4-0
76,129551,B24_129551,3,280747804,278580904,11/27/2024,55333,12/08/2024,12/09/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-4c,596f2c859df94355bdc2e3c1d43668e4-0
77,129554,B24_129554,1,280747805,278580912,11/17/2024,53322,11/27/2024,12/04/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-4d,596f2c859df94355bdc2e3c1d43668e4-0
78,129554,B24_129554,2,280747806,278580912,11/15/2024,55331,11/27/2024,11/27/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-4e,596f2c859df94355bdc2e3c1d43668e4-0
79,129554,B24_129554,3,280747807,278580912,11/15/2024,55331,11/27/2024,12/04/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-4f,596f2c859df94355bdc2e3c1d43668e4-0
80,129554,B24_129554,4,280747808,278580912,11/19/2024,52211,11/27/2024,12/04/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-50,596f2c859df94355bdc2e3c1d43668e4-0
81,129568,B24_129568,1,280747809,278580994,12/02/2024,55555,,,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-51,596f2c859df94355bdc2e3c1d43668e4-0
82,129568,B24_129568,2,280747810,278580994,11/27/2024,55555,,,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-52,596f2c859df94355bdc2e3c1d43668e4-0
83,129568,B24_129568,3,280747811,278580994,12/02/2024,55555,,,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-53,596f2c859df94355bdc2e3c1d43668e4-0
84,129568,B24_129568,4,280747812,278580994,12/02/2024,55555,,,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-54,596f2c859df94355bdc2e3c1d43668e4-0
85,129573,B24_129573,1,280747813,278581329,11/27/2024,55444,12/12/2024,12/12/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-55,596f2c859df94355bdc2e3c1d43668e4-0
86,129573,B24_129573,2,280747814,278581329,12/12/2024,55544,12/29/2024,12/30/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-56,596f2c859df94355bdc2e3c1d43668e4-0
87,129573,B24_129573,3,280747815,278581329,12/11/2024,55554,01/03/2025,01/07/2025,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-57,596f2c859df94355bdc2e3c1d43668e4-0
88,129573,B24_129573,4,280747816,278581329,12/12/2024,55554,01/06/2025,01/08/2025,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-58,596f2c859df94355bdc2e3c1d43668e4-0
89,129577,B24_129577,1,280747817,278581396,12/22/2024,55554,01/21/2025,01/15/2025,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-59,596f2c859df94355bdc2e3c1d43668e4-0
90,129577,B24_129577,2,280747818,278581396,12/22/2024,55544,01/14/2025,01/15/2025,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-5a,596f2c859df94355bdc2e3c1d43668e4-0
91,129577,B24_129577,3,280747819,278581396,12/11/2024,55554,01/04/2025,01/08/2025,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-5b,596f2c859df94355bdc2e3c1d43668e4-0
92,129577,B24_129577,4,280747820,278581396,12/12/2024,55553,01/03/2025,01/07/2025,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-5c,596f2c859df94355bdc2e3c1d43668e4-0
93,129588,B24_129588,1,280747821,278581842,12/29/2024,2222,,01/15/2025,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-5d,596f2c859df94355bdc2e3c1d43668e4-0
94,129588,B24_129588,2,280747822,278581842,12/19/2024,54222,12/23/2024,12/29/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-5e,596f2c859df94355bdc2e3c1d43668e4-0
95,129588,B24_129588,3,280747823,278581842,12/23/2024,52111,01/01/2025,01/08/2025,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-5f,596f2c859df94355bdc2e3c1d43668e4-0
96,129588,B24_129588,4,280747824,278581842,12/09/2024,52111,,12/23/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-60,596f2c859df94355bdc2e3c1d43668e4-0
97,129596,B24_129596,1,280747825,278581859,11/27/2024,55544,12/29/2024,12/18/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-61,596f2c859df94355bdc2e3c1d43668e4-0
98,129596,B24_129596,2,280747826,278581859,12/04/2024,55554,12/30/2024,,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-62,596f2c859df94355bdc2e3c1d43668e4-0
99,129616,B24_129616,1,280747827,278582121,12/18/2024,5554,01/04/2025,01/07/2025,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-63,596f2c859df94355bdc2e3c1d43668e4-0
100,129616,B24_129616,2,280747828,278582121,12/02/2024,55544,12/29/2024,01/04/2025,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-64,596f2c859df94355bdc2e3c1d43668e4-0
101,129616,B24_129616,3,280747829,278582121,11/27/2024,55554,12/27/2024,12/29/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-65,596f2c859df94355bdc2e3c1d43668e4-0
102,129619,B24_129619,1,280747830,278582127,12/04/2024,55543,12/29/2024,12/30/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-66,596f2c859df94355bdc2e3c1d43668e4-0
103,129619,B24_129619,2,280747831,278582127,12/04/2024,55544,12/29/2024,12/30/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-67,596f2c859df94355bdc2e3c1d43668e4-0
104,129619,B24_129619,3,280747832,278582127,12/18/2024,55544,12/29/2024,12/30/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-68,596f2c859df94355bdc2e3c1d43668e4-0
105,129619,B24_129619,4,280747833,278582127,11/27/2024,55554,12/23/2024,12/18/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-69,596f2c859df94355bdc2e3c1d43668e4-0
106,129625,B24_129625,1,280747834,278582143,12/17/2024,55554,01/14/2025,01/15/2025,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-6a,596f2c859df94355bdc2e3c1d43668e4-0
107,129625,B24_129625,2,280747835,278582143,12/18/2024,21111,,,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-6b,596f2c859df94355bdc2e3c1d43668e4-0
108,129625,B24_129625,3,280747836,278582143,,55544,01/08/2025,01/14/2025,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-6c,596f2c859df94355bdc2e3c1d43668e4-0
109,129625,B24_129625,4,280747837,278582143,12/17/2024,55544,01/08/2025,01/15/2025,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-6d,596f2c859df94355bdc2e3c1d43668e4-0
110,129626,B24_129626,1,280747838,278582153,12/18/2024,55554,01/12/2025,01/14/2025,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-6e,596f2c859df94355bdc2e3c1d43668e4-0
111,129626,B24_129626,2,280747839,278582153,,55544,01/05/2025,01/08/2025,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-6f,596f2c859df94355bdc2e3c1d43668e4-0
112,129626,B24_129626,3,280747840,278582153,12/04/2024,111,,,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-70,596f2c859df94355bdc2e3c1d43668e4-0
113,129626,B24_129626,4,280747841,278582153,12/17/2024,33333,,12/30/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-71,596f2c859df94355bdc2e3c1d43668e4-0
114,129650,B24_129650,1,280747842,278582435,12/18/2024,11111,,12/30/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-72,596f2c859df94355bdc2e3c1d43668e4-0
115,129650,B24_129650,2,280747843,278582435,12/12/2024,32111,,12/23/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-73,596f2c859df94355bdc2e3c1d43668e4-0
116,129665,B24_129665,1,280747844,278582480,12/04/2024,55555,,,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-74,596f2c859df94355bdc2e3c1d43668e4-0
117,129665,B24_129665,2,280747845,278582480,12/12/2024,322,,,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-75,596f2c859df94355bdc2e3c1d43668e4-0
118,129665,B24_129665,3,280747846,278582480,12/03/2024,222,,,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-76,596f2c859df94355bdc2e3c1d43668e4-0
119,129665,B24_129665,4,280747847,278582480,12/12/2024,55,,,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-77,596f2c859df94355bdc2e3c1d43668e4-0
120,129717,B24_129717,1,280747848,278583975,11/19/2024,21111,,,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-78,596f2c859df94355bdc2e3c1d43668e4-0
121,129717,B24_129717,2,280747849,278583975,11/20/2024,52211,11/27/2024,12/04/2024,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-79,596f2c859df94355bdc2e3c1d43668e4-0
122,129717,B24_129717,3,280747850,278583975,11/27/2024,55555,,,,Pe15,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-7a,596f2c859df94355bdc2e3c1d43668e4-0
